timestamp,gesture,confidence
12:16:20.066,thumbs up,0.952
12:16:23.837,thumbs down,1.000
12:16:26.439,stop,0.943
12:16:27.472,thumbs up,0.962
12:16:28.206,stop,0.910
12:16:33.381,thumbs down,1.000
12:16:40.611,thumbs up,0.985
12:16:42.781,thumbs down,0.455
12:16:48.444,stop,0.807
12:16:55.574,fist,0.646
12:16:56.181,okay,0.551
12:17:04.794,thumbs down,1.000
12:18:17.756,thumbs up,1.000
12:18:23.121,stop,1.000
12:18:24.355,thumbs up,0.998
