timestamp,gesture,confidence
17:04:43.769,stop,0.995
17:04:58.803,okay,1.000
17:05:04.209,stop,0.978
17:05:08.506,live long,1.000
17:05:23.137,rock,1.000
17:05:25.765,thumbs up,0.994
17:05:29.002,thumbs down,1.000
17:05:31.278,thumbs up,1.000
17:05:32.879,call me,1.000
17:05:48.687,okay,0.827
